"V160001","V160101","V160201","V160202","V161003","V161009","V161010d","V161010e","V161011","V161014","V161015a","V161015b","V161015c","V161015d","V161015e","V161017","V161019","V161020","V161021","V161021a","V161023","V161024x","V161026","V161027","V161028","V161030","V161031","V161032","V161033","V161034","V161035","V161036","V161037","V161038","V161039","V161040","V161041","V161042","V161043","V161044","V161045x","V161046","V161047","V161048","V161049","V161050","V161051","V161052","V161053","V161054","V161055","V161056","V161057","V161058","V161059","V161060","V161061","V161062","V161063","V161064x","V161065x","V161066x","V161067x","V161080","V161080x","V161086","V161087","V161095","V161096","V161132","V161133","V161134a","V161134b","V161135a","V161135b","V161145","V161146","V161147","V161148","V161149","V161150a","V161150b","V161151a","V161151b","V161151x","V161155","V161156","V161157","V161158x","V161136","V161267","V161267x","V161310x","V162031","V162031x","V162034","V162034a","V162046","V161220","V161264x","V161265x","V161270","V161330","V161331a","V161331b","V161331x","V161339","V161340","V161341"
51,1.2944,123,1,5,-1,5,"AR",3,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,2,-1,-1,-1,-1,-1,-1,2,-1,-1,10,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,-1,-1,-1,-8,-2,50,0,85,15,20,-1,-1,-1,-1,-1,5,-8,2,1,1,-1,3,-1,-1,4,3,-1,3,3,1,43,6,1,-6,-2,-6,-6,-6,2,149,2,11,5,2,0,2,2,2,1
52,0.2921,119,1,1,2,13,"GA",1,-1,1,13,1,0,0,3,-1,-1,1,1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,11,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,20,-1,1,1,70,30,85,40,20,-1,-1,-1,-1,-1,2,1,1,2,1,-1,2,1,-1,1,1,1,-1,1,1,61,10,1,4,1,1,1,1,2,400,4,14,26,23,0,23,1,1,-1
53,0.3374,113,1,2,2,39,"OH",1,-1,1,39,1,0,0,2,-1,-1,1,4,-1,3,-1,-1,-1,1,2,2,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,11,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,21,21,-1,-8,-2,0,85,30,40,20,-1,-1,-1,-1,-1,2,1,1,2,1,-1,1,-1,1,7,2,2,-1,6,2,30,4,1,-6,-2,-6,-6,-6,2,10,5,12,39,2,0,2,1,2,-1
54,0.4777,107,1,1,2,55,"WI",1,-1,1,55,1,0,0,3,-1,-1,2,-1,-1,3,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,1,-1,2,-1,-1,-1,11,-1,-1,-1,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,21,21,-1,2,4,15,85,30,70,10,1,40,45,43,47,1,2,1,2,1,2,-1,-1,1,7,2,2,-1,6,3,55,9,1,4,1,1,2,1,2,400,4,11,39,32,0,32,1,1,-1
55,0.6189,117,1,3,3,47,"TN",1,-1,1,47,0,0,0,3,-1,-1,2,-1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,-1,-1,2,4,85,15,70,15,10,1,55,45,20,80,1,1,1,2,2,2,-1,-1,2,6,1,1,-1,1,1,35,5,1,4,1,1,1,-1,1,880,8,16,47,35,0,35,1,1,-1
56,1.6747,117,1,3,3,47,"TN",2,-1,1,47,0,0,0,3,-1,-1,1,2,-1,3,-1,-1,-1,1,1,2,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,-8,-2,70,30,70,60,10,1,45,37,40,48,3,1,1,2,1,-1,1,-1,2,6,3,-1,3,3,2,24,2,1,3,0,-1,-1,-1,1,150,1,12,47,2,0,2,1,2,-1
57,0.4045,125,1,5,5,48,"TX",3,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,-99,-99,-99,-99,10,5,-9,-9,-9,-9,4,7,2,1,2,1,-1,3,-1,3,5,-1,1,5,3,85,13,5,4,1,1,1,-1,1,400,4,2,48,40,0,40,2,2,1
58,0.3406,106,2,2,5,9,"CT",1,-1,1,9,1,0,1,3,1,-1,1,1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,11,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,20,-1,2,4,85,0,85,15,10,1,-8,55,70,30,1,1,1,1,1,-1,2,1,-1,1,1,1,-1,1,1,61,10,5,4,1,1,1,1,3,400,4,13,57,8,8,9,1,1,-1
59,0.6149,101,2,4,3,25,"MA",1,-1,1,25,0,0,1,3,1,-1,2,-1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,-1,-1,2,3,85,0,70,15,20,-1,-1,-1,-1,-1,1,1,2,1,2,-1,2,1,-1,1,1,1,-1,1,2,52,8,1,4,1,1,1,-1,2,230,1,13,25,12,0,12,1,2,-1
60,1.0145,111,2,3,4,17,"IL",3,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2,2,-1,-1,-1,-1,-1,-1,2,-1,-1,10,-1,-1,-1,-1,-1,-1,1,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,-1,-1,-1,2,3,40,70,30,70,10,5,53,47,40,60,3,1,1,1,1,-1,3,-1,-1,4,3,-1,1,5,3,56,9,1,-1,-2,-1,-1,-1,3,880,8,9,17,40,0,40,1,2,-1
61,0.4979,124,1,2,2,48,"TX",1,-1,1,48,0,0,0,3,-1,-1,1,2,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-8,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,2,4,70,0,85,30,10,1,60,40,40,60,1,1,2,2,1,-1,2,1,-1,1,1,1,-1,1,2,68,11,2,4,1,1,1,-1,2,149,2,10,1,25,0,25,1,1,-1
62,1.263,121,1,1,1,28,"MS",1,-1,1,28,0,0,0,3,-1,-1,2,-1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,-1,-1,2,4,85,0,85,40,20,-1,-1,-1,-1,-1,1,1,1,2,2,-1,2,1,-1,1,1,1,-1,1,3,76,13,2,4,1,1,1,-1,1,255,2,10,1,40,0,40,2,2,1
63,0.6266,103,1,5,-1,42,"PA",3,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,2,-1,-1,-1,1,-8,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,10,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,50,50,50,50,20,-1,-1,-1,-1,-1,4,2,1,1,1,2,-1,-1,1,7,3,-1,1,5,2,31,4,1,4,1,1,2,1,1,400,4,13,42,0,3,1,1,2,-1
64,0.6756,131,2,3,4,35,"NM",-8,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,2,-1,-1,-1,1,-8,-1,-1,-1,-1,-1,-1,-1,1,-1,2,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,-1,-1,1,1,30,40,30,50,10,2,-8,-8,70,30,3,-8,1,1,1,3,-1,-1,-1,4,2,2,-1,6,2,19,1,1,4,1,1,2,-1,2,301,7,13,35,4,6,4,1,1,-1
65,1.7217,123,2,3,4,40,"OK",3,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,2,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,10,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,2,4,70,0,40,40,10,4,50,50,-8,-8,1,1,2,1,1,3,-1,-1,-1,4,1,1,-1,1,3,47,7,1,-6,-2,-6,-6,-6,3,250,2,9,40,40,0,40,2,2,1
66,0.7446,110,1,4,3,17,"IL",1,-1,1,17,1,0,0,3,-1,-1,2,-1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,11,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,20,-1,2,4,85,0,70,40,10,2,70,30,70,25,1,1,1,1,1,-1,3,-1,-1,4,3,-1,3,3,3,68,11,1,-6,-2,-6,-6,-6,3,721,7,11,17,40,0,40,1,1,-1
67,5.1289,101,1,2,2,25,"MA",1,-1,1,25,0,0,1,2,1,-1,1,1,1,4,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,-1,-1,2,4,85,0,85,30,21,-1,-1,-1,-1,-1,1,1,1,1,2,1,-1,1,-1,1,1,1,-1,1,2,57,9,1,-1,1,-1,-1,-1,1,110,1,14,25,1,6,1,1,1,-1
68,1.656,118,1,5,5,47,"TN",3,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,0,60,40,40,20,-1,-1,-1,-1,-1,4,2,2,2,2,-1,1,-1,1,7,3,-1,1,5,3,27,3,1,1,0,-1,-1,-1,1,121,1,9,47,24,0,24,1,2,-1
69,0.5162,121,1,4,3,28,"MS",2,-1,0,29,1,1,0,2,-1,-1,2,-1,-1,3,-1,-1,-1,1,5,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,31,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,22,-1,-1,-1,1,1,60,40,60,40,20,-1,-1,-1,-1,-1,3,1,1,1,1,-1,1,-1,2,6,3,-1,1,5,2,32,4,1,2,0,-1,-1,-1,1,880,8,9,29,1,0,1,1,2,-1
70,0.374,117,1,2,3,47,"TN",1,-1,1,47,0,0,0,1,-1,-1,2,-1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,-1,-1,2,4,60,15,70,30,10,1,53,46,30,65,2,1,1,2,2,-1,2,2,-1,2,1,1,-1,1,2,45,7,1,3,0,-1,-1,-1,2,721,7,12,18,9,0,9,1,2,-1
71,0.4137,129,2,4,3,6,"CA",1,-1,1,6,1,0,1,2,1,-1,2,-1,-1,3,-1,-1,-1,1,1,2,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,11,-1,-1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,22,-1,2,3,85,0,60,50,10,3,60,40,58,48,1,1,1,1,1,-1,1,-1,1,7,1,2,-1,2,1,50,8,5,4,1,1,1,1,3,99,5,7,6,20,0,20,1,1,-1
72,0.5057,118,2,2,3,47,"TN",1,-1,1,47,0,0,0,3,-1,-1,1,1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,3,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,22,-1,-1,2,4,85,15,85,15,10,1,80,20,20,80,1,1,1,2,2,1,-1,1,-1,1,1,1,-1,1,1,68,11,2,4,1,1,1,-1,2,135,2,14,47,30,0,30,1,2,-1
73,1.4863,114,2,1,2,24,"MD",1,-1,1,24,1,0,1,2,1,-1,1,1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,11,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,20,-1,2,4,85,0,70,15,20,-1,-1,-1,-1,-1,1,1,2,1,2,1,-1,1,-1,1,1,1,-1,1,2,60,10,6,4,1,1,1,1,1,230,1,10,26,6,0,6,1,1,-1
74,0.2232,127,1,2,3,6,"CA",2,-1,1,6,1,0,1,2,4,-1,1,2,-1,3,-1,-1,-1,1,1,2,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,11,-1,-1,-1,1,-8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,-1,-1,2,3,60,15,70,40,20,-1,-1,-1,-1,-1,1,1,1,1,2,-1,2,1,-1,1,3,-1,3,3,2,36,5,5,4,1,1,1,1,2,880,8,13,6,0,2,1,1,1,-1
75,1.0329,127,1,5,3,6,"CA",3,-1,-1,-1,-1,-1,-1,-1,-1,-8,2,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-8,-1,-1,10,-1,-1,-1,-1,-1,-1,-8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,-1,-1,-1,1,2,60,0,85,30,20,-1,-1,-1,-1,-1,2,1,1,1,1,-1,1,-1,1,7,1,2,-1,2,2,27,3,5,4,1,1,1,1,1,400,4,7,6,0,1,1,1,1,-1
76,0.5135,129,2,1,3,6,"CA",1,-1,1,6,1,0,1,3,2,-1,2,-1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,11,-1,-1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,21,22,-1,1,2,70,0,50,85,10,2,90,80,50,50,2,1,1,1,2,-1,2,1,-1,1,2,2,-1,6,1,-8,-2,3,2,0,-1,-1,-1,3,400,4,9,59,17,0,17,1,1,-1
77,0.311,119,2,2,1,45,"SC",1,-1,1,45,1,0,0,3,-1,-1,1,8,-1,3,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,1,5,-1,-1,-1,-1,11,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,22,21,-1,-8,-2,0,8,30,60,20,-1,-1,-1,-1,-1,1,1,1,2,2,-1,2,1,-1,1,3,-1,1,5,2,46,7,1,4,1,1,2,1,3,135,2,10,45,8,0,8,1,2,-1
78,0.5711,112,2,3,3,18,"IN",1,-1,1,18,1,1,0,2,-1,-1,1,2,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,31,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,20,21,20,20,1,2,75,20,30,15,20,-1,-1,-1,-1,-1,3,1,2,1,1,-1,1,-1,2,6,3,-1,3,3,2,35,5,1,4,1,1,1,1,1,400,4,10,18,10,0,10,1,2,-1
79,1.3222,108,2,3,4,20,"KS",3,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,10,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,40,40,50,50,10,5,40,60,40,60,4,2,2,2,1,3,-1,-1,-1,4,3,-1,1,5,3,44,6,1,-1,-2,-1,-1,-1,2,880,8,9,20,14,0,14,1,2,-1
80,1.0308,115,2,4,4,11,"DC",1,-1,1,11,0,0,1,3,1,-1,1,2,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,-1,-1,1,1,85,0,100,0,10,1,90,7,95,2,1,1,1,1,2,1,-1,2,-1,2,1,2,-1,2,3,78,13,2,4,1,1,1,-1,2,230,1,9,11,40,10,40,2,1,-1
81,0.6438,123,1,1,1,5,"AR",1,-1,1,5,1,0,1,3,4,-1,1,4,-1,3,-1,-1,-1,1,-8,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,11,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,21,-1,1,1,15,70,30,60,20,-1,-1,-1,-1,-1,1,2,1,2,1,-1,2,2,-1,2,3,-1,1,5,1,83,13,1,-6,-2,-6,-6,-6,1,292,2,13,47,15,0,15,1,2,-1
82,0.2539,127,1,1,2,6,"CA",1,-1,1,6,1,0,1,3,-9,-1,2,-1,-1,3,-1,-1,-1,1,-9,-1,-1,-1,-1,-1,-1,-1,1,-9,-1,-1,-1,-1,11,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,70,70,75,75,10,1,51,49,70,30,2,-8,1,1,1,1,-1,1,-1,1,-9,-1,-1,-9,1,65,11,5,4,1,1,1,2,2,879,-2,12,59,18,0,18,-9,-9,-9
83,1.9046,112,2,2,1,18,"IN",1,-1,1,18,1,1,0,1,-1,-1,1,1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,31,-1,-1,-1,1,-4,-1,-1,-1,-1,-1,-1,-1,1,-4,-1,-1,-1,-1,20,-1,-1,-1,2,4,60,0,70,50,10,1,45,55,35,65,1,2,1,2,2,1,-1,1,-1,1,1,1,-1,1,1,55,9,1,4,1,1,1,1,3,292,2,9,18,3,0,3,1,2,-1
84,0.3116,133,1,1,1,6,"CA",1,-1,1,6,1,0,1,3,1,-1,1,1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,11,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,20,-1,2,4,60,15,85,0,10,1,87,71,92,65,1,1,2,1,2,1,-1,1,-1,1,1,1,-1,1,3,69,11,5,4,1,1,1,1,2,400,4,13,6,40,0,40,1,1,-1
85,0.3921,104,2,2,2,34,"NJ",1,-1,1,34,0,0,1,1,1,-1,2,-1,-1,3,-1,-1,-1,1,1,2,-1,-1,-1,-1,-1,-1,1,-1,-8,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,2,4,50,0,40,30,10,1,56,44,62,38,1,1,2,1,2,2,-1,-1,2,6,3,-1,3,3,2,55,9,2,4,1,1,1,-1,2,400,4,13,36,1,0,1,1,1,-1
86,1.0153,107,2,4,4,27,"MN",2,-1,1,27,0,0,0,3,-1,-1,2,-1,-1,3,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,50,10,75,10,20,-1,-1,-1,-1,-1,3,1,1,1,2,2,-1,-1,2,6,0,-1,3,3,2,31,4,1,2,0,-1,-1,-1,2,99,5,13,27,30,10,31,1,2,-1
87,0.5961,110,1,2,3,17,"IL",1,-1,1,17,1,0,0,2,-1,-1,1,6,-1,3,-1,-1,-1,1,1,2,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,11,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,20,-1,2,4,40,0,60,30,10,1,55,45,55,45,1,1,1,1,1,1,-1,1,-1,1,3,-1,3,3,1,68,11,1,4,1,1,1,1,2,230,1,14,17,33,0,33,1,1,-1
88,1.2481,103,1,2,2,42,"PA",1,-1,1,42,1,0,1,3,2,-1,1,4,-1,3,-1,-1,-1,1,2,2,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,11,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,21,21,-1,2,3,0,60,15,15,10,1,46,47,46,47,2,2,1,2,1,-1,1,-1,3,5,3,-1,1,5,2,42,6,1,4,1,1,2,1,3,400,4,16,34,10,0,10,1,1,-1
89,0.8181,133,2,2,2,6,"CA",1,-1,1,6,1,0,1,3,2,-1,1,4,-1,3,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,1,-1,2,-1,-1,-1,11,-1,-1,-1,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,21,21,-1,1,1,15,85,50,100,20,-1,-1,-1,-1,-1,2,2,1,1,1,1,-1,1,-1,1,2,1,-1,7,2,82,13,1,4,1,1,2,1,2,229,5,9,36,32,0,32,1,1,-1
90,0.3122,119,1,4,3,13,"GA",1,-1,1,13,1,0,0,2,-1,-1,1,8,-1,3,-1,-1,-1,1,2,2,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,11,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,21,21,-1,2,4,15,60,0,40,20,-1,-1,-1,-1,-1,1,2,1,2,1,-1,2,1,-1,1,2,1,-1,7,1,53,8,1,-6,-2,-6,-6,-6,2,270,1,10,36,1,10,2,1,2,-1
91,0.8017,108,2,2,1,20,"KS",1,-1,1,20,1,0,1,3,2,-1,1,4,-1,3,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,1,-1,2,-1,-1,-1,11,-1,-1,-1,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,21,21,-1,2,4,15,85,30,60,10,1,42,52,35,62,1,2,1,2,2,-1,2,1,-1,1,2,1,-1,7,3,65,11,1,-6,-2,-6,-6,-6,3,400,4,13,20,15,0,15,1,2,-1
92,1.5802,119,1,4,4,13,"GA",3,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,2,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,10,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,20,-1,2,3,85,0,85,0,20,-1,-1,-1,-1,-1,3,1,1,1,2,-1,3,-1,-1,4,1,2,-1,2,1,42,6,2,3,0,-1,-1,-1,1,99,5,12,53,5,0,5,1,2,-1
93,0.3596,125,2,3,4,48,"TX",1,-1,1,48,0,0,0,3,-1,-1,2,-1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,1,1,70,50,70,60,10,3,65,30,60,40,4,1,1,1,1,2,-1,-1,2,6,1,2,-1,2,3,48,7,5,-6,-2,-6,-6,-6,1,880,8,9,48,22,0,22,1,1,-1
94,0.3686,128,1,1,1,4,"AZ",1,-1,1,4,1,0,1,1,1,-1,1,1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,11,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,20,-1,2,4,90,0,95,10,10,1,60,40,30,70,1,1,1,2,1,-1,2,1,-1,1,1,1,-1,1,2,30,4,1,4,1,1,1,1,2,10,5,10,41,1,1,1,1,1,-1
95,1.149,121,2,4,3,22,"LA",1,-1,1,22,1,0,1,-8,2,-1,2,-1,-1,3,-1,-1,-1,1,2,2,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,11,-1,-1,-1,1,-8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,21,-1,-1,1,2,0,40,40,40,20,-1,-1,-1,-1,-1,2,1,1,2,2,1,-1,1,-1,1,3,-1,1,5,2,23,2,6,4,1,1,2,1,2,292,2,13,22,22,0,22,1,1,-1
96,0.9668,107,1,3,3,55,"WI",1,-1,1,55,1,0,0,3,-1,-1,2,-1,-1,3,-1,-1,-1,1,-8,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,11,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,20,-1,1,2,60,30,50,60,10,3,55,45,40,60,3,1,1,2,1,-1,1,-1,2,6,2,2,-1,6,1,51,8,1,4,1,1,1,1,1,99,5,9,55,28,0,28,1,1,-1
97,0.6728,107,1,4,4,55,"WI",2,-1,0,17,1,0,0,1,-1,-1,2,-1,-1,3,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,1,-1,2,-1,-1,-1,11,-1,-1,-1,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,21,21,-1,-8,-2,0,100,0,100,10,1,30,70,20,80,1,2,2,2,2,3,-1,-1,-1,4,2,1,-1,7,1,31,4,1,-6,-2,-6,-6,-6,3,880,8,9,17,1,0,1,1,2,-1
98,0.3265,127,1,4,4,6,"CA",1,-1,1,6,1,0,1,3,1,-1,1,1,-1,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,11,-1,-1,-1,1,-8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,20,-1,-1,-8,-2,70,40,70,50,20,-1,-1,-1,-1,-1,3,1,1,1,2,-1,2,1,-1,1,1,1,-1,1,2,68,11,5,-6,-2,-6,-6,-6,2,400,4,4,59,16,0,16,1,1,-1
99,0.3111,112,2,3,4,18,"IN",3,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,30,-1,-1,-1,-1,-1,-1,1,-4,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,2,4,50,50,40,40,10,5,55,45,40,60,5,1,1,2,1,3,-1,-1,-1,4,0,-1,2,4,3,66,11,1,-1,-2,-1,-1,-1,2,290,1,14,18,12,3,12,1,2,-1
100,0.4792,110,1,4,4,17,"IL",1,-1,1,17,1,0,0,2,-1,-1,2,-1,-1,3,-1,-1,-1,1,2,2,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,11,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,21,21,-1,-8,-2,15,70,30,70,20,-1,-1,-1,-1,-1,3,1,1,1,2,-1,1,-1,2,6,2,2,-1,6,2,29,3,1,4,1,1,2,1,2,10,5,12,17,29,0,29,1,2,-1
